clean_message,label
din i tell u jus now,0
eh den sat u book e kb liao huh,0
does daddy have a bb now,0
any pain on urination any thing else,0
no gifts you trying to get me to throw myself off a cliff or something,0
awesome lemme know whenever youre around,0
ugh y cant u just apologize admit u were wrong and ask me to take u back,0
cos daddy arranging time c wat time fetch mah,0
can you plz tell me the ans bslvyl sent via fullonsmscom,0
im realy soz imat my mums nite what about moro,0
hey r still online ive finished the formatting,0
leaving to qatar tonite in search of an opportunityall went fastpls add me in ur prayers dearrakhesh,0
ok,0
gud niswt drmstake care,0
well the general price is ltgt oz let me know ifwhenhow much you want,0
your account has been refilled successfully by inr ltdecimalgt your keralacircle prepaid account balance is rs ltdecimalgt your transaction id is kr ltgt,0
i cant pick the phone right now pls send a message,0
uh heads up we dont have that much left,0
thanx the time weve spent geva its bin mint ur my baby and all i want is uxxxx,0
prabhaim sorydarealyfrm heart im sory,0
kkfrom tomorrow onwards started ah,0
no need to buy lunch for me i eat maggi mee,0
im freezing and craving ice fml,0
oh u must have taken your real valentine out shopping first,0
speaking of does he have any cash yet,0
yup im free,0
thats cool sometimes slow and gentle sonetimes rough and hard,0
aight i should be there by at the latest probably closer to are jay and tyler down or should we just do two trips,0
no objection my bf not coming,0
free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates pobox wwq normptone,1
were done,0
for ur chance to win a cash every wk txt action to tscs custcare xpwk,1
sometimes heart remembrs someone very much forgets someone soon bcoz heart will not like everyone but liked ones will be remembered everytime bslvyl,0
just so that you knowyetunde hasnt sent money yet i just sent her a text not to bother sending so its over you dont have to involve yourself in anything i shouldnt have imposed anything on you in the first place so for that i apologise,0
ill probably be around mu a lot,0
mah b ill pick it up tomorrow,0
make sure alex knows his birthday is over in fifteen minutes as far as youre concerned,0
i noe la u wana pei bf oso rite k lor other days den,0
i love ya too but try and budget your money better babe gary would freak on me if he knew,0
dont necessarily expect it to be done before you get back though because im just now headin out,0
oh then your phone phoned me but it disconnected,0
ok i also wan watch e pm show,0
hi babe im at home now wanna do something xx,0
ill see but prolly yeah,0
great hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,0
are you this much buzy,0
rajipls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,0
love it daddy will make you scream with pleasure i am going to slap your ass with my dick,0
true lov n care wil nevr go unrecognized though somone often makes mistakes when valuing it but they will definitly undrstnd once when they start missing it,0
dont know supports ass and srt i thnk i think ps can play through usb too,0
already one guy loving you,0
yeah hopefully if tyler cant do it i could maybe ask around a bit,0
convey my regards to him,0
thank you for callingforgot to say happy onam to you sirjii am fine here and remembered you when i met an insurance personmeet you in qatar insha allahrakhesh ex tata aig who joined tisscotayseer,0
ugh gotta drive back to sd from la my butt is sore,0
why de you looking good only,0
alrite jod hows the revision goin keris bin doin a smidgin n e way u wanna cum over after collegexx,0
me hungry buy some food good lei but mum n yun dun wan juz buy a little bit,0
oh only outside players allowed to play know,0
got ur mail dileepthank you so muchand look forward to lots of supportvery less contacts hereremember one venugopal you mentionedtomorrow if not latei shall try to come up till theregoodnight dear,0
lil fever now fine,0
im done just studyn in library,0
awesome ill see you in a bit,0
yeah thats what i was thinking,0
hey mr whats the name of that bill brison book the one about language and words,0
you still around looking to pick up later,0
tfp,1
i want to be inside you every night,0
you got called a tool,0
messagesome text missing sendername missing number missing sentdate missing missing u a lot thats y everything is missing sent via fullonsmscom,0
youll not rcv any more msgs from the chat svc for free hardcore services text go to if u get nothing u must age verify with yr network try again,1
hello they are going to the village pub at so either come here or there accordingly ok,0
are you angry with me what happen dear,0
hi chikku send some nice msgs,0
only students solved this cat question in xam ltgt ltgt ltgt then tell me the answer if u r brilliantthingi got d answr,0
s flirting now txt girl or bloke ur name age eg girl zoe to to join and get chatting,1
but ill b going sch on mon my sis need take smth,0
oh the grand is having a bit of a party but it doesnt mention any cover charge so its probably first come first served,0
watching ajith film ah,0
the house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel,0
i have sleeping bags blanket and paper and phone details anything else,0
every mondaynxt week vl be completing,0
wat uniform in where get,0
urgent your mobile no was awarded a bonus caller prize on this is our nd attempt to contact you call boxqu,1
oh is it which brand,0
waiti will come out ltgt min,0
enjoy the showers of possessiveness poured on u by ur loved ones bcoz in this world of lies it is a golden gift to be loved truly,0
how are you doing hows the queen are you going for the royal wedding,0
r u saying i should re order the slippers cos i had to pay for returning it,0
its ltgt k here oh should i send home for sale,0
sorryin meeting ill call later,0
alex knows a guy who sells mids but hes down in south tampa and i dont think i could set it up before like,0
eat jap done oso aft ur lect wat got lect at rite,0
horrible bf i now v hungry,0
miss call miss call khelate kintu opponenter miss call dhorte lage thats d rule one with great phone receiving quality wins,0
carlosll be here in a minute if you still need to buy,0
oh ic i thought you meant mary jane,0
ard lor i ok then message lor,0
for ur chance to win a wkly shopping spree txt shop to tscs custcare xpwk,1
awesome question with a cute answer someone asked a boy how is ur life he smiled amp answered she is fine gudnite,0
haha hope can hear the receipt sound gd luck,0
thanks for yesterday sir you have been wonderful hope you enjoyed the burial mojibiola,0
yar i wanted scold u yest but late already i where got zhong se qing you if u ask me b he ask me then ill go out w u all lor n u still can act so real,0
hi dear we saw dear we both are happy where you my battery is low,0
did u receive my msg,0
u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on,1
bbq this sat at mine from ish ur welcome come,0
no go no openings for that room til after thanksgiving without an upcharge,0
can a not,0
urgent we are trying to contact you last weekends draw shows that you have won a prize guaranteed call claim code k valid hours only,1
ki will send in ltgt min,0
i am not having her number sir,0
the bus leaves at ltgt,0
somewhr someone is surely made u and god has decided a perfect time to make u meet dat person till den enjoy ur crushes,0
lara said she can loan me ltgt,0
hmph go head big baller,0
cool text me when youre ready,0
dear relieved of westonzoyland all going to plan this end too,0
done it but internet connection v slow and cant send it will try again later or first thing tomo,0
lol grr my mom is taking forever with my prescription pharmacy is like minutes away ugh,0
my fri ah okie lorgoin my drivin den go shoppin after tt,0
mom wants to know where you at,0
on ma way to school can you pls send me ashleys number,0
beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night,0
why do you ask princess,0
i would but im still cozy and exhausted from last nightnobody went to school or work everything is closed,0
carlos is taking his sweet time as usual so let me know when you and patty are donewant to smoke and ill tell him to haul ass,0
nope im still in the market,0
someone u know has asked our dating service contact you cant guess who call now all will be revealed po box m wu,1
so when you gonna get rimac access,0
well done your costa del sol holiday or await collection call now toclaim sae tcs pobox stockport skxh costpm maxmins,1
ive got ltgt any way i could pick up,0
lol yes but it will add some spice to your day,0
as a registered subscriber yr draw a gift voucher will b entered on receipt of a correct ans when are the next olympics txt ans to,1
die i accidentally deleted e msg i suppose put in e sim archive haiz i so sad,0
they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear,0
you do what all you like,0
have a safe trip to nigeria wish you happiness and very soon company to share moments with,0
i cant i dont have her number,0
abeg make profit but its a start are you using it to get sponsors for the next event,0
keep yourself safe for me because i need you and i miss you already and i envy everyone that sees you in real life,0
welp apparently he retired,0
i was just callin to say hi take care bruv,0
hi happy new year i dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is thanks,0
promotion number ur awarded a city break and could win a summer shopping spree every wk txt store to skilgme tscswinawkage perwksub,1
dear subscriber ur draw gift voucher will b entered on receipt of a correct ans when was elvis presleys birthday txt answer to,1
free messagethanks for using the auction subscription service pmsgrcvd skip an auction txt out unsubscribe txt stop customercare,1
okok okthenwhats ur todays plan,0
lol no ouch but wish id stayed out a bit longer,0
ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community psms,1
i will come tomorrow di,0
re your call you didnt see my facebook huh,0
double mins double txt price linerental on latest orange bluetooth mobiles call mobileupd for the very latest offers or calloptoutlf,1
ladies first and genus second k,0
lol its ok i didnt remember til last nite,0
yun buying but school got offer plus only,0
you have won a guaranteed cash or a prize to claim yr prize call our customer service representative on between ampm cost p,1
depends on where u going lor,0
yup im elaborating on the safety aspects and some other issues,0
aight we can pick some up you open before tonight,0
just hopeing that wasnt too pissed up to remember and has gone off to his sisters or something,0
ill call you evening ill some ideas,0
when i was born god said oh no another idiot when you were born,0
reading gud habit nan bari hudgi yorge pataistha ertini kano,0
xmas prize draws we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line valid hrs only,1
i anything lor,0
call him and say you not coming today ok and tell them not to fool me like this ok,0
dear uve been invited to xchat this is our final attempt to contact u txt chat to,1
feb ltgt is i love u day send dis to all ur valued frnds evn me if comes back ull gt married d person u luv if u ignore dis u will lose ur luv evr,0
im parked next to a mini when are you coming in today do you think,0
mmmmmmm snuggles into you deep contented sigh whispers i fucking love you so much i can barely stand it,0
that seems unnecessarily affectionate,0
happy new year hope you are having a good semester,0
were finally ready fyi,0
hiya had a good day have you spoken to since the weekend,0
hi its in durban are you still on this number,0
kent vale lor wait me there ar,0
are you planning to come chennai,0
call me when u finish then i come n pick u,0
my uncles in atlanta wish you guys a great semester,0
aiyo u always c our ex one i dunno abt mei she haven reply first time u reply so fast y so lucky not workin huh got bao by ur sugardad ahgee,0
hmmm thk sure got time to hop ard ya can go free abt muz call u to discuss liao,0
ill meet you in the lobby,0
are you staying in town,0
im in school now n ill be in da lab doing some stuff give me a call when r done,0
have good weekend,0
no da vijay going to talk in jaya tv,0
babe im answering you cant you see me maybe youd better reboot ym i got the photo its great,0
whats the significance,0
he said i look pretty wif long hair wat but i thk hes cutting quite short me leh,0
today is accept dayu accept me as brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,0
small problem in auctionpunj now asking tiwary,0
oclock at mine just to bash out a flat plan,0
xy trying smth now u eat already we havent,0
you arent coming home between class right i need to work out and shower,0
hiya how was last night ive been naughty and bought myself clothes and very little ready for more shopping tho what kind of time do you wanna meet,0
i can make lasagna for you vodka,0
got meh when,0
fantasy football is back on your tv go to sky gamestar on sky active and play k dream team scoring starts on saturday so register nowsky opt out to,1
really dun bluff me leh u sleep early too nite,0
also sir i sent you an email about how to log into the usc payment portal ill send you another message that should explain how things are back home have a great weekend,0
babe i lost you will you try rebooting,0
how many licks does it take to get to the center of a tootsie pop,0
and of course you should make a stink,0
hiwhat you think about match,0
how much i gave to you morning,0
from tomorrow onwards eve to work,0
ltgt of pple marry with their lovers becz they hav gud undrstndng dat avoids problems i sent dis u u wil get gud news on friday by d person you like and tomorrow will be the best day of your life dont break this chain if you break you will suffer send this to ltgt frnds in ltgt mins whn u read,0
appt is at lttimegt am not my fault u dont listen i told u twice,0
england v macedonia dont miss the goalsteam news txt ur national team to eg england to trywales scotland txt poboxoxwwq,1
yes i trust u to buy new stuff asap so i can try it out,0
the word checkmate in chess comes from the persian phrase shah maat which means the king is dead goodmorning have a good day,0
well good morning mr hows london treatin ya treacle,0
have you got xmas radio times if not i will get it now,0
no dude its not fakemy frnds got money thts y im reffering uif u member wit my mail link u vl be credited ltgt rs and il be getiing ltgt rsi can draw my acc wen it is ltgt rs,0
rofl its true to its name,0
ur ringtone service has changed free credits go to clubmobilescom to choose content now stop txt club stop to pwk club po box mk wt,1
days to euro kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to,1
take care n get well soon,0
was gr to see that message so when r u leaving congrats dear what school and wat r ur plans,0
ok going to sleep hope i can meet her,0
yes but i dont care cause i know its there,0
yup ok i go home look at the timings then i msg again xuhui going to learn on nd may too but her lesson is at am,0
wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem,0
captain vijaykanth is doing comedy in captain tvhe is drunken,0
only once then after ill obey all yours,0
thats fine have him give me a call if he knows what he wants or has any questions,0
what was she looking for,0
ha both of us doing e same thing but i got tv watch u can thk of where go tonight or u already haf smth in mind,0
hmmm i thought we said hours slave not you are late how should i punish you,0
private your account statement for shows unredeemed s i m points call identifier code expires,1
hello ucall wen u finish wrki fancy meetin up wiv u all tonite as i need a break from dabooks did hrs last nite today of wrk,0
whos there say hi to our drugdealer,0
yup anything lor if u dun wan its ok,0
ok,0
i tot u reach liao he said tshirt,0
if e timing can then i go w u lor,0
theres no point hangin on to mr not right if hes not makin u happy,0
im cool ta luv but vtired cause i have been doin loads of planning all wk we have got our social services inspection at the nursery take care spk sn x,0
i doubt you could handle times per night in any case,0
thats good lets thank god please complete the drug have lots of water and have a beautiful day,0
cheers for the card is it that time of year already,0
sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to sptyrone,1
my trip was ok but quite tiring lor uni starts today but its ok me cos im not taking any modules but jus concentrating on my final yr project,0
lol i was gonna last month i cashed some in but i left ltgt just in case i was collecting more during the week cause they announced it on the blog,0
night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,0
i sent your maga that money yesterday oh,0
todays vodafone numbers ending with are selected to a receive a award if your number matches call to receive your award,1
i need to come home and give you some good lovin,0
in that case i guess ill see you at campus lodge,0
smile in pleasure smile in pain smile when trouble pours like rain smile when sum hurts u smile becoz someone still loves to see u smiling,0
aww you must be nearly deadwell jez iscoming over todo some workand that whilltake forever,0
not that i know of most people up here are still out of town,0
lol i have to take it member how i said my aunt flow didnt visit for months its cause i developed ovarian cysts bc is the only way to shrink them,0
speak only when you feel your words are better than the silence gud mrng,0
ya it came a while ago,0
ive been searching for the right words to thank you for this breather i promise i wont take your help for granted and will fulfil my promise you have been wonderful and a blessing at all times,0
im on da bus going home,0
i probably wont eat at all today i think im gonna pop how was your weekend did u miss me,0
hey ive booked the lessons on sun liao,0
fair enough anything going on,0
waaaat lololo ok next time then,0
havent stuck at orchard in my dads car going dinner now u leh so r they free tonight,0
just gettin a bit arty with my collages at the mo well tryin ne way got a roast in a min lovely i shall enjoy that,0
k tell me anything about you,0
aight sounds good when do you want me to come down,0
once free call me sir,0
okie,0
you said not now no problem when you can let me know,0
private your account statement for shows unredeemed s i m points call identifier code expires,1
sorry vikky im watching olave mandara movie kano in trishul theatre wit my frnds,0
gud ni dearslp welltake careswt dreamsmuah,0
i fetch yun or u fetch,0
haha yup hopefully we will lose a few kg by mon after hip hop can go orchard and weigh again,0
nationwide auto centre or something like that on newport road i liked them there,0
i meant as an apology from me for texting you to get me drugs at ltgt at night,0
okie,0
i did one slice and one breadstick lol,0
sorry man my accounts dry or i would if you want we could trade back half or i could buy some shit with my credit card,0
r u sam p in eachother if we meet we can go my house,0
someone u know has asked our dating service contact you cant guess who call now all will be revealed po box m wu,1
well you pay over like ltgt yrs so its not too difficult,0
you should change your fb to jaykwon thuglyfe falconerf,0
marrow only wed at ltgt to aha,0
give me a sec to think think about it,0
infact happy new year how are you where are you when are we seeing,0
this pain couldnt have come at a worse time,0
important information orange user xxxxxxx today is your lucky dayfind out why log onto theres a fantastic surprise awaiting you,1
he has lots of used ones babe but the model doesnt help youi have to bring it over and hell match it up,0
haha mayb ure rite u know me well da feeling of being liked by someone is gd lor u faster go find one then all gals in our group attached liao,0
my sister cleared two round in birla soft yesterday,0
i liked the new mobile,0
hey come online use msn we are all there,0
you have new voicemail please call,1
anyway many good evenings to u s,0
at we will go ok na,0
hi darlin im on helens fone im gonna b up the princes nite please come up tb love kate,0
i cant pick the phone right now pls send a message,0
pls send me a comprehensive mail about who im paying when and how much,0
home so we can always chat,0
whats your room number again wanna make sure im knocking on the right door,0
how long has it been since you screamed princess,0
yup ok thanx,0
lol i would but despite these cramps i like being a girl,0
im viveki got call from your number,0
as a registered optin subscriber ur draw gift voucher will be entered on receipt of a correct ans to whats no in the bbc charts,1
wake me up at ltgt am morning,0
aight call me once youre close,0
ya i knw u vl givits ok thanks kanoanyway enjoy wit ur family wit st salary,0
dont give a monkeys wot they think and i certainly dont mind any friend of mineall that just dont sleep wiv that wud be annoyin,0
what do u want when i come backa beautiful necklace as a token of my heart for youthats what i will give but only to my wife of my likingbe that and seeno one can give you thatdont call mei will wait till i come,0
wishing you a wonderful week,0
if you hear a loud scream in about ltgt minutes its cause my gyno will be shoving things up me that dont belong,0
nite,0
its not that you make me cry its just that when all our stuff happens on top of everything else it pushes me over the edge you dont underdtand how often i cry over my sorry sorry life,0
good afternoon my love any job prospects are you missing me what do you do are you being lazy and bleak hmmm or happy and filled with my love,0
dont worry i guess hes busy,0
you are being contacted by our dating service by someone you know to find out who it is call from a land line poboxwtgp,1
oh ki think most of wi and nz players unsold,0
whats that coming over the hill is it a monster hope you have a great day things r going fine here busy though,0
ur cashbalance is currently pounds to maximize ur cashin now send go to only pmsg cc po box tcrw,1
hitechnical supportproviding assistance to us customer through call and email,0
welcome to select an o service with added benefits you can now call our specially trained advisors free from your mobile by dialling,1
came to look at the flat seems ok in his s is away alot wiv work got woman coming at too,0
got it seventeen pounds for seven hundred ml hope ok,0
your free ringtone is waiting to be collected simply text the password mix to to verify get usher and britney fml,1
tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face ltgt joker face,0
todays voda numbers ending are selected to receive a award if you hava a match please call quoting claim code standard rates app,1
then anything special,0
and maybe some pressies,0
whats up bruv hope you had a great break do have a rewarding semester,0
do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dreams,0
when you are big god will bring success,0
think ur smart win this week in our weekly quiz text play to nowtcs winnersclub po box m uz gbpweek,1
sorry ill call later,0
lol u still feeling sick,0
urgent call from landline your complimentary ibiza holiday or cash await collection sae tcs po box sk wp ppm,1
i can take you at like noon,0
just trying to figure out when im suppose to see a couple different people this week we said wed get together but i didnt set dates,0
chinatown got porridge claypot rice yam cake fishhead beehoon either we eat cheap den go cafe n tok or go nydc or somethin,0
no dice art class thru thanks though any idea what time i should come tomorrow,0
thanx e brownie its v nice,0
please call our customer service representative on freephone between ampm as you have won a guaranteed cash or prize,1
si will take mokka players only,0
thts wat wright brother did to fly,0
oh shit i thought that was your trip loooooool that just makes so much more sense now grins and the sofa reference was the sleep on a couch link you sent me wasnt that how you went on your trip oh and didnt your babe go with you for that celebration with your rents,0
they r giving a second chance to rahul dengra,0
text me when you get off dont call my phones having problems,0
hey i almost forgot happy bday babe i love ya,0
ill be at mu in like ltgt seconds,0
im at home please call,0
haha awesome ive been to u a couple times who alls coming,0
but i dint slept in afternoon,0
is it your yahoo boys that bring in the perf or legal,0
yes ammaelife takes lot of turns you can only sit and try to hold the steering,0
guai shd haf seen him when hes naughty so free today can go jogging,0
teach me apps da when you come to college,0
hey you gave them your photo when you registered for driving ah tmr wanna meet at yck,0
no promises on when though havent even gotten dinner yet,0
but im really really broke oh no amount is too small even ltgt,0
we know someone who you know that fancies you call to find out who pobox lshb p,1
any way where are you and what doing,0
oktake careumma to you too,0
hey whats up charles sorry about the late reply,0
free tones hope you enjoyed your new content text stop to to unsubscribe helpp provided by tonesyoucouk,1
congrats mobile g videophones r yours call now videochat wid ur mates play java games dload polyph music noline rentl bx ip we p,1
its posible dnt live in ltgt century cm frwd n thnk different,0
no no i will check all rooms befor activities,0
are you available for soiree on june rd,0
happy new year my dear brother i really do miss you just got your number and decided to send you this text wishing you only happiness abiola,0
yo my trip got postponed you still stocked up,0
sms ac sun posts helloyou seem cool,1
okey dokey ill be over in a bit just sorting some stuff out,0
urgent we are trying to contact you last weekends draw shows that you have won a prize guaranteed call claim code s valid hrs only,1
enjoy the jamster videosound gold club with your credits for new videosounds logosmusicnews get more fun from jamstercouk only help call,1
i wont do anything de,0
your bu voucher wc is marsms log onto for discount credit to opt out reply stop customer care call,1
cant take any major roles in community outreach you rock mel,0
k wat s tht incident,0
keep ur problems in ur heart,0
happy new years melody,0
so pay first lar then when is da stock comin,0
wat so late still early mah or we juz go dinner lor aiya i dunno,0
jay says hell put in ltgt,0
y so late but i need to go n get da laptop,0
im at work please call,0
see the forwarding message for proof,0
lol grins im not babe but thanks for thinking of me,0
am on a train back from northampton so im afraid not im staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way,0
hi my darlin im on my way to london and we have just been smashed into by another driver and have a big dent im really missing u what have u been up to xxx,0
haha good to hear im officially paid and on the market for an th,0
what will we do in the shower baby,0
petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic,0
well if im that desperate ill just call armand again,0
i can make it up there squeezed ltgt bucks out of my dad,0
a pure hearted person can have a wonderful smile that makes even hisher enemies to feel guilty for being an enemy so catch the world with your smile goodmorning amp have a smiley sunday,0
many times we lose our best ones bcoz we are,0
cool breeze bright sun fresh flower twittering birds all these waiting to wish u goodmorning amp have a nice day,0
ok u enjoy ur shows,0
hey what happen de are you alright,0
even u dont get in trouble while convincingjust tel him once or twice and just tel neglect his msgs dont c and read itjust dont reply,0
open rebtel with firefox when it loads just put plus sign in the user name place and it will show you two numbers the lower number is my number once you pick that number the pin will display okay,0
im on the snowboarding trip i was wondering if your planning to get everyone together befor we goa meet and greet kind of affair cheers,0
nice waitshould you be texting right now im not gonna pay your ticket ya know,0
hi test on ltgt rd,0
camera you are awarded a sipix digital camera call fromm landline delivery within days,1
im in inside officestill filling formsdon know when they leave me,0
the wine is flowing and im i have nevering,0
sms services for your inclusive text credits pls goto login unsubscribe with stop no extra charge help po box ip we,1
pls tell nelson that the bbs are no longer comin the money i was expecting aint coming,0
loan for any purpose homeowners tenants welcome have you been previously refused we can still help call free or text back help,1
try to do something dear you read something for exams,0
ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra ltgt true dont neglet,0
would really appreciate if you call me just need someone to talk to,0
ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,0
lol alright i was thinkin that too haha,0
urgent your costa del sol holiday or await collection call now toclaim sae tc s pobox stockport skxh costpm maxmins,1
hi kindly give us back our documents which we submitted for loan from stapati,0
oh yah we never cancel leh haha,0
if i said anything wrong sorry de,0
yeah i can still give you a ride,0
hey galsu all wanna meet dinner at nte,0
boltblue tones for p reply poly or mono eg poly cha cha slide yeah slow jamz toxic come with me or stop more tones txt more,1
buzz hey my love i think of you and hope your day goes well did you sleep in i miss you babe i long for the moment we are together againloving smile,0
hey what how about your project started aha da,0
sounds great are you home now,0
its ur luck to love someone its ur fortune to love the one who loves u but,0
tick tick tick where are you i could die of loneliness you know pouts stomps feet i need you,0
pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala,0
love isnt a decision its a feeling if we could decide who to love then life would be much simpler but then less magical,0
eatin later but im eatin wif my frens now lei going home first,0
shop till u drop is it you either k k cash or travel voucher call now ntt po box crbt fixedline cost ppm mobile vary,1
its okcome to my home it vl nice to meet and v can chat,0
no its truekdo u knw dis no ltgt,0
it wont b until as trying sort house out is that ok,0
what i mean was i left too early to check cos im working a,0
is xy in ur car when u picking me up,0
yes now only saw your message,0
oh did you charge camera,0
have a great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola,0
i ask if u meeting da ge tmr nite,0
neither in sterm voice im studying all fine with me not sure the thing will be resolved tho anyway have a fab hols,0
shit that is really shocking and scary cant imagine for a second def up for night out do u think there is somewhere i could crash for night save on taxi,0
babes i think i got ur brolly i left it in english wil bring it in mrw u luv franxx,0
its going goodno problembut still need little experience to understand american customer voice,0
what time is ur flight tmr,0
damn poor zac doesnt stand a chance,0
finish liao u,0
oh you got many responsibilities,0
free msg get gnarls barkleys crazy ringtone totally free just reply go to this message right now,1
its wylie you in tampa or sarasota,0
wonders in my world th you th ur style th ur smile th ur personality rd ur nature nd ur sms and st ur lovely friendship good morning dear,0
oops am at my mums in somerset bit far back tomo see you soon x,0
die now i have e toot fringe again,0
yun ahthe ubi one say if wan call by tomorrowcall look for ireneere only got bus ubi cresubi tech parkph for st wkg daysn,0
oh a half hour is much longer in syria than canada eh wow you must get so much more work done in a day than us with all that extra time grins,0
wait do you know if wesleys in town i bet she does hella drugs,0
was actually about to send you a reminder today have a wonderful weekend,0
frndship is like a needle of a clock though v r in d same clock v r nt able met evn if v meetitz only few seconds bt v alwys stay conected gud t,0
im not coming over do whatever you want,0
also that chat was awesome but dont make it regular unless you can see her in person,0
im in class did you get my text,0
you were supposed to wake me up gt,0
ltgt am i think should say on syllabus,0
i met you as a stranger and choose you as my friend as long as the world stands our friendship never ends lets be friends forever gud nitz,0
we have new local dates in your area lots of new people registered in your area reply date to start now only replys,1
thats my honeymoon outfit,0
oh kkwhere did you take test,0
thanks for the temales it was wonderful thank have a great week,0
under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are words,0
good evening this is roger how are you,0
there are no other charges after transfer charges and you can withdraw anyhow you like,0
yar but they say got some error,0
eh sorry leh i din c ur msg not sad already lar me watching tv now u still in office,0
the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas,0
no other valentines huh the proof is on your fb page ugh im so glad i really didnt watch your rupaul show you tool,0
you ve won your costa del sol holiday or await collection call now toclaim sae tc s pobox stockport skxh costpm maxmins,1
pleassssssseeeeee tel me v avent done sportsx,0
thats cause your old i live to be high,0
you will recieve your tone within the next hrs for terms and conditions please see channel u teletext pg,1
no he didnt spring is coming early yay,0
then she dun believe wat,0
why is that princess i bet the brothas are all chasing you,0
youre gonna have to be way more specific than that,0
i cant pick the phone right now pls send a message,0
hi juan im coming home on fri hey of course i expect a welcome party and lots of presents ill phone u when i get back loads of love nicky x x x x x x x x x,0
playin space poker u,0
ok no prob,0
hey what time is your driving on fri we go for evaluation on fri,0
shop till u drop is it you either k k cash or travel voucher call now ntt po box crbt fixedline cost ppm mobile vary,1
nice talking to you please dont forget my pix i want to see all of you,0
for the first time in the history need comfort and luxury are sold at same price in india onionrs ltgt petrolrs ltgt beerrs ltgt shesil ltgt,0
hasnt that been the pattern recently crap weekends,0
who were those people were you in a tour i thought you were doing that sofa thing you sent me your curious sugar,0
its reassuring in this crazy world,0
ah poor babyhope urfeeling bettersn luv probthat overdose of work hey go careful spk u sn lots of lovejen xxx,0
rose for redred for bloodblood for heartheart for u but u for me send tis to all ur friends including me if u like me if u get back u r poor in relation u need some to support u r frnd many some luvs u some is praying god to marry u try it,0
another month i need chocolate weed and alcohol,0
get a free mobile video player free movie to collect text go to its free extra films can be ordered ts and cs apply yrs only,1
no to be nosy i guess idk am i over reacting if im freaked,0
ok lor,0
some friends want me to drive em someplace probably take a while,0
gsoh good with spam the ladiesu could b a male gigolo join the uks fastest growing mens club reply oncall mjzgroup stop reply stop msgrcvd,1
okies ill go yan jiu too we can skip ard oso go cine den go mrt one blah blah blah,0
yes i come to nyc for audiitions and am trying to relocate,0
not getting anywhere with this damn job hunting over here,0
im fine hope you are also,0
i will see in half an hour,0
ill talk to the others and probably just come early tomorrow then,0
the whole car appreciated the last two dad and are having a map reading semi argument but apart from that things are going ok p,0
you have received your mobile content enjoy,1
i am in your office na,0
kkim going to tirunelvali this week to see my uncle i already spend the amount by taking dress so only i want moneyi will give it on feb,0
where are youwhen wil you reach here,0
got it it looks scrumptious daddy wants to eat you all night long,0
lol well quality aint bad at all so i aint complaining,0
no im not gonna be able to too late notice ill be home in a few weeks anyway what are the plans,0
but we havent got da topic yet rite,0
ok im gonna head up to usf in like fifteen minutes,0
then wat r u doing now busy wif work,0
oh ok wait me there my lect havent finish,0
there are many company tell me the language,0
your account for xxxxxxxxx shows unredeemed points to claim call identifier code xxxxx expires,1
what you doinghow are you,0
rgent this is the nd attempt to contact uu have won call b tcsbcmwcnxx callcost ppm mobilesvary max,1
aiyah e rain like quite big leh if drizzling i can at least run home,0
lmao ok i wont be needing u to do my hair anymore,0
squeeeeeze this is christmas hug if u lik my frndshp den hug me back if u get u r cute u r luvd u r so lucky none people hate u,0
hope this text meets you smiling if not then let this text give you a reason to smile have a beautiful day,0
